Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Total Revenue,Cost of Revenue,Gross Profit,Research and Development,Sales General and Admin.,Non-Recurring Items,Other Operating Items,Operating Income,Add'l income/expense items,Earnings Before Interest and Tax,Interest Expense,Earnings Before Tax,Income Tax,Minority Interest,Equity Earnings/Loss Unconsolidated Subsidiary,Net Income-Cont. Operations,Net Income,Net Income Applicable to Common Shareholders
NEM,12/31/2017,37.87,34.65,-8.502772643253232,7379000,4062000,3317000,322000,461000,14000,1261000,1259000,54000,1313000,241000,1072000,1127000,-16000,-5000,-71000,-114000,-114000
NEM,12/31/2016,34.12,38.16,11.840562719812425,6680000,3738000,2942000,282000,460000,1003000,1213000,-16000,69000,53000,273000,-220000,579000,-13000,314000,-812000,-629000,-629000
ALRN,12/31/2019,0.58,1.04,79.31034482758622,0,0,0,17663,12293,0,0,-29956,587,-29369,0,-29369,0,0,0,-29369,-29369,-29369
ALRN,12/31/2018,0.84,0.573,-31.785714285714292,0,0,0,18448,13454,0,0,-31902,355,-31547,0,-31547,0,0,0,-31547,-31547,-31547
ALRN,12/31/2017,10.59,0.84,-92.06798866855524,0,0,0,14239,8769,0,0,-23008,404,-22604,0,-22604,0,0,0,-22604,-22604,-22645
ALRN,12/31/2016,13.75,10.52,-23.490909090909096,0,0,0,10276,7893,0,0,-18169,46,-18123,0,-18123,0,0,0,-18123,-18123,-18198
SPGI,12/31/2019,274.57,328.73,19.725388789743974,6699000,0,6699000,0,3318000,0,204000,3177000,-49000,3128000,198000,2930000,627000,0,-180000,2123000,2123000,2123000
SPGI,12/31/2018,169.27,273.05,61.31033260471436,6258000,0,6258000,0,3262000,0,206000,2790000,25000,2815000,134000,2681000,560000,0,-163000,1958000,1958000,1958000
SPGI,12/31/2017,169.74,169.94,0.11782726522916732,6063000,0,6063000,0,3300000,0,180000,2583000,27000,2610000,149000,2461000,823000,0,-142000,1496000,1496000,1496000
SPGI,12/31/2016,108.41,168.12,55.077944839037,5661000,0,5661000,0,3240000,0,181000,3341000,1129000,3369000,181000,3188000,960000,0,-122000,2106000,2106000,2106000
ACU,12/31/2019,23.98,30.13,25.646371976647202,142457,90456,52001,0,43572,0,0,8429,-58,8372,1828,6543,1030,0,0,5514,5514,5514
ACU,12/31/2018,14,23.79,69.92857142857142,137321,86672,50649,0,43192,0,0,7457,-35,7422,1891,5531,933,0,0,4598,4598,4598
ACU,12/31/2017,23.21,14.25,-38.60404997845757,130550,82651,47899,0,40016,0,0,7883,-33,7850,1357,6493,2441,0,0,4052,4052,4052
ACU,12/31/2016,25.75,22.98,-10.757281553398055,124574,79019,45555,0,37113,0,0,8442,-77,8365,869,7497,1646,0,0,5851,5851,5851
OMF,12/31/2019,42.33,48.16,13.772738010866993,4749000,0,0,0,1552000,0,1129000,0,0,2068000,0,1098000,243000,0,0,855000,855000,855000
OMF,12/31/2018,23.88,42.15,76.50753768844221,4232000,0,0,0,1685000,0,1048000,0,0,1499000,0,624000,177000,0,0,447000,447000,447000
OMF,12/31/2017,26.17,24.29,-7.183798242262141,3756000,0,0,0,1554000,0,955000,0,0,1247000,0,431000,248000,0,0,183000,183000,183000
OMF,12/31/2016,22.81,26.3,15.300306882946087,3883000,0,0,0,1631000,108000,932000,0,0,1212000,0,356000,113000,0,-28000,215000,215000,215000
ASPU,4/30/2019,4.548,7.9,73.70272647317503,34025,15977,18048,0,24134,854,2170,-9110,276,-8834,445,-9278,0,0,0,-9278,-9278,-9278
ASPU,4/30/2018,7.8,4.56,-41.53846153846154,22022,9854,12168,0,16329,0,1092,-5253,202,-5051,2010,-7061,0,0,0,-7061,-7061,-7061
ASPU,4/30/2017,4.9,7.77,58.571428571428555,14247,5061,9185,0,9411,0,557,-782,14,-768,338,-1105,0,0,0,-1105,-1105,-1105
MICT,12/31/2019,0.94,2.08,121.27659574468088,477,846,-369,255,3225,0,20,-3869,299,-4365,388,-4753,17,-795,553,-4770,-4217,-4217
MICT,12/31/2018,0.68,0.8903,30.926470588235283,14162,10652,3510,1906,7927,1466,1298,-9087,0,-9087,1267,-10354,606,0,3456,-10960,-2610,-2610
MICT,12/31/2017,1.77,0.6611,-62.64971751412429,18366,14094,4272,1964,5999,0,978,-4669,0,-4669,401,-5070,-10,0,1804,-5060,-8157,-8157
MICT,12/31/2016,1.37,1.36,-0.7299270072992706,13284,10657,2627,1802,5887,0,926,-5988,0,-5988,319,-6307,-45,0,1706,-6262,-5807,-5807
AVNW,6/28/2019,13.25,18.06,36.30188679245282,243858,164588,79270,21111,56055,736,0,1368,284,1652,102,1550,-8188,0,0,9738,9738,9738
AVNW,6/29/2018,16.3,13.2459,-18.73680981595092,242506,162003,80503,19750,58157,1279,0,1317,-22,1295,29,1266,-1036,0,-457,1845,1845,1845
AVNW,6/30/2017,17.46,17.04,-2.4054982817869512,241874,166402,75472,18684,57184,589,0,-985,430,-555,50,-605,16,0,-202,-823,-823,-823
EAST,12/31/2019,2.891,1.28,-55.72466274645451,15597,10140,5457,0,19039,0,0,-13715,-2803,-16385,523,-16908,0,0,0,-16908,-16908,-16908
EAST,12/31/2018,6.05,2.95,-51.2396694214876,6124,3813,2310,0,10571,0,0,-8261,3,-8258,789,-9048,0,0,0,-9048,-9048,-9048
EAST,12/31/2017,4.05,6.18,52.592592592592595,2611,1634,977,0,5766,0,0,-4830,-254,-5043,235,-5278,0,0,1,-5277,-5277,-5277
EAST,12/31/2016,7.5001,3.9,-48.00069332408901,2108,1280,828,0,5126,0,0,-4298,-39,-4337,862,-5200,0,0,0,-5200,-5200,-5251
AAOI,12/31/2019,12.13,8.51,-29.84336356141798,190872,144671,46201,43399,51549,0,0,-48747,2765,-45982,5405,-51387,14662,0,0,-66049,-66049,-66049
AAOI,12/31/2018,15,11.88,-20.799999999999997,267465,179692,87773,49903,48638,0,0,-10768,2096,-8672,1106,-9778,-7632,0,0,-2146,-2146,-2146
AAOI,12/31/2017,37.8,15.43,-59.17989417989417,382329,216049,166280,35365,43964,0,0,86951,-1567,85384,858,84526,10575,0,0,73951,73951,73951
AAOI,12/31/2016,23.71,37.91,59.89034162800504,260713,173759,86954,31780,32154,0,0,23020,-300,22720,1717,21003,-10231,0,0,31234,31234,31234
OLB,12/31/2019,15,4.94,-67.06666666666666,10292,6724,3568,0,3024,0,813,-269,175,-94,1249,-1343,0,0,0,-1343,-1343,-1343
OLB,12/31/2018,5.5,15,172.72727272727272,9020,5993,3027,0,3018,0,542,-533,23,-510,883,-1394,0,0,0,-1394,-1394,-1394
OLB,12/31/2017,5.5,5.5,0.0,184,19,165,0,800,0,0,-635,0,-635,27,-662,0,0,0,-662,-662,-662
OLB,12/31/2016,5.5,5.5,0.0,83,21,62,0,366,0,0,-303,0,-303,9,-313,0,0,0,-313,-313,-313
NRIM,12/31/2019,38.41,33.95,-11.611559489716205,107429,4961,0,0,76778,0,-1115,0,0,26805,680,26125,5434,0,0,20691,20691,20691
NRIM,12/31/2018,32.61,38.3,17.44863538791781,96344,2307,0,0,68926,804,-430,0,0,24737,662,24075,4071,0,0,20004,20004,20004
NRIM,12/31/2017,33.95,32.87,-3.1811487481590732,100582,1707,0,0,70367,686,3300,0,0,24522,723,23799,10321,0,-327,13151,13151,13151
NRIM,12/31/2016,31.45,33.75,7.313195548489668,102181,1870,0,0,76145,0,2433,0,0,21733,691,21042,6052,0,-579,14411,14411,14411
SHAK,12/25/2019,60,86.13,43.54999999999999,594519,216627,377892,0,295629,14834,40392,25685,911,27948,434,27514,3386,0,-4301,19827,19827,19827
SHAK,12/26/2018,42.94,60.94,41.91895668374476,459310,158806,300504,0,226597,12279,29000,31711,597,33225,2415,30810,8862,0,-6769,15179,15179,15179
SHAK,12/27/2017,44.41,43.58,-1.8689484350371501,358810,126534,232276,0,166548,9603,21704,33813,127515,161936,1643,160293,151409,0,-9204,-320,-320,-320
SHAK,12/28/2016,36.8,44.5,20.92391304347827,268475,95572,172903,0,121042,9520,14502,27805,1031,28870,374,28496,6350,0,-9700,12446,12446,12446
EL,6/30/2019,184.88,188.68,2.055387278234537,14863000,3387000,11476000,0,8857000,306000,0,2313000,127000,2440000,133000,2307000,513000,0,-9000,1785000,1785000,1785000
EL,6/30/2018,142.23,182.23,28.123461998171976,13683000,2844000,10839000,0,8553000,231000,0,2055000,53000,2108000,128000,1980000,863000,0,-9000,1108000,1108000,1108000
EL,6/30/2017,96.07,142.74,48.5791610284168,11824000,2434000,9390000,0,7460000,226000,0,1704000,16000,1720000,103000,1617000,361000,0,-7000,1249000,1249000,1249000
ZUO,1/31/2019,21.23,14.75,-30.522845030617052,234989,116590,118399,54417,134399,0,0,-70417,0,-70834,0,-70834,1907,0,0,-72741,-72741,-72741
ZUO,1/31/2018,20,21.64,8.200000000000003,171106,79906,91200,38639,90639,0,0,-38078,0,-37826,0,-37826,1551,0,0,-39377,-39377,-39377
ZUO,1/31/2017,20,20,0.0,113008,48162,64846,26355,77524,0,0,-39033,0,-38814,0,-38814,284,0,0,-39098,-39098,-39098
STRL,12/31/2019,14.26,18.61,30.504908835904626,1126278,1018484,107794,0,61037,4311,4695,37751,-6586,31165,16686,14479,-26216,0,-794,39901,39901,39901
STRL,12/31/2018,10.72,14.08,31.343283582089544,1037667,927335,110332,0,65321,0,2400,42611,1017,43628,12350,31278,1738,0,-4353,25187,25187,25187
STRL,12/31/2017,16.3,10.89,-33.190184049079754,957958,868866,89092,0,61117,0,1799,26176,-441,25735,9800,15935,118,0,-4200,11617,11617,11617
STRL,12/31/2016,8.49,16.15,90.22379269729092,690123,648065,42058,0,46787,0,0,-4729,33,-4696,2628,-7324,88,0,-1826,-9238,-9238,-9238
BCDA,12/31/2019,3.72,3.46,-6.989247311827962,710,358,352,8562,6003,0,0,-14213,-384,-14597,112,-14709,0,0,0,-14709,-14709,-14709
BCDA,12/31/2018,11.6101,3.68,-68.30345991851922,625,517,108,8453,5757,0,0,-14102,115,-13987,0,-13987,0,0,0,-13987,-13987,-13987
BCDA,12/31/2017,22.5002,10.8001,-51.99998222238025,479,690,-211,5799,6395,0,0,-12405,97,-12308,0,-12308,0,0,0,-12308,-12308,-12308
BCDA,12/31/2016,42.8404,25.0203,-41.59648369296273,576,746,-170,3330,4108,0,0,-7608,-966,-8574,1736,-10310,0,0,0,-10310,-10310,-10310
GBCI,12/31/2019,46.1,46.01,-0.1952277657266885,676951,23280,0,0,366442,0,8542,0,0,278687,19493,259194,48650,0,0,210544,210544,210544
GBCI,12/31/2018,39.01,45.99,17.892847987695475,587820,18359,0,0,313857,0,16223,0,0,239381,17172,222209,40331,0,0,181878,181878,181878
GBCI,12/31/2017,39.7,39.62,-0.20151133501260804,487261,16793,0,0,263077,0,13318,0,0,194073,13071,181002,64625,0,0,116377,116377,116377
GBCI,12/31/2016,36.87,39,5.777054515866565,451471,18402,0,0,255744,0,5303,0,0,172022,11229,160793,39662,0,0,121131,121131,121131
HOMB,12/31/2019,19.72,19.48,-1.2170385395537446,817504,114104,0,0,275787,0,1325,0,0,426288,40667,385621,96082,0,0,289539,289539,289539
HOMB,12/31/2018,16.13,19.66,21.88468691878488,788200,79589,0,0,264003,0,4322,0,0,440286,44766,395520,95117,0,0,300403,300403,300403
HOMB,12/31/2017,23.38,16.34,-30.111206159110345,619887,33777,0,0,240208,0,44250,0,0,301652,30569,271083,136000,0,0,135083,135083,135083
HOMB,12/31/2016,28.03,23,-17.945058865501252,523588,15926,0,0,191755,0,18608,0,0,297299,14653,282646,105500,0,0,177146,177146,177146
IO,12/31/2019,8.72,2.43,-72.13302752293579,174679,114657,60022,19025,65456,0,0,-24459,-1617,-26076,13074,-39150,8064,0,-985,-48199,-48199,-48199
IO,12/31/2018,5.12,8.68,69.53124999999999,180045,120425,59620,18182,59157,36553,0,-54272,-436,-54708,12972,-67680,2718,0,-773,-71171,-71171,-71171
IO,12/31/2017,19.85,5.18,-73.90428211586902,197554,121915,75639,16431,67907,0,0,-8699,-3945,-12644,16709,-29353,24,0,-865,-30242,-30242,-30242
IO,12/31/2016,6.1,19.8,224.59016393442624,172808,136776,36032,17833,61370,0,0,-43171,1350,-41821,18485,-60306,4421,0,-421,-65148,-65148,-65148
MXE,7/31/2009,11.66,11.65,-0.08576329331046129,1763,815,948,0,334,0,0,614,-56601,614,0,614,0,0,0,-55988,-55988,-55988
MXE,7/31/2008,11.66,11.65,-0.08576329331046129,36309,1615,34693,0,693,0,0,34000,-42665,138,0,138,0,0,0,-8665,-8665,-8665
MXE,7/31/2007,11.66,11.65,-0.08576329331046129,77527,1185,76341,0,521,0,0,75820,0,-566,0,-566,0,0,0,75820,75820,75820
MXE,7/31/2006,11.66,11.65,-0.08576329331046129,20937,801,20136,0,557,0,0,19579,0,192,0,192,0,0,0,19579,19579,19579
CVV,12/31/2019,3.2527,3.63,11.599594183293878,19647,16850,2797,597,7184,0,0,-4985,554,-4431,483,-4914,1414,0,0,-6328,-6328,-6328
CVV,12/31/2018,3.56,3.22,-9.550561797752804,24334,19156,5178,607,9826,0,0,-5255,160,-5095,463,-5558,-357,0,0,-5201,-5201,-5201
CVV,12/31/2017,11.7,3.55,-69.65811965811966,41129,23528,17600,437,9944,0,0,7219,83,7302,106,7195,1934,0,0,5261,5261,5261
CVV,12/31/2016,8.68,11.34,30.64516129032258,20955,13851,7105,434,7395,0,0,-725,151,-573,80,-653,-504,0,0,-149,-149,-149
JT,12/31/2018,32.48,11.92,-63.30049261083743,293028,32530,260498,35141,251378,0,0,-26022,2097,-23925,0,-23925,-651,0,-703,-23976,-23976,-23976
JT,12/31/2017,54.16,33.36,-38.404726735598224,222017,22087,199930,23634,202951,0,0,-26654,-26,-26680,0,-26680,4358,0,0,-31039,-31039,-31039
JT,12/31/2016,66,52,-21.21212121212121,51282,9595,41687,10480,57441,0,0,-26234,27,-26207,0,-26207,0,0,0,-26207,-26207,-26207
JT,12/31/2015,66,67.2,1.8181818181818226,25929,5301,20628,6985,43855,0,0,-30212,2,-30210,0,-30210,0,0,0,-30210,-30210,-30210
HCXY,12/31/2019,26.5,26.8,1.1320754716981158,213278,0,213278,0,70006,7078,0,143272,30326,228194,54596,173598,0,0,0,173598,173598,173598
HCXY,12/31/2018,23.3,26.35,13.090128755364809,168318,0,168318,0,59589,7260,0,108729,-32233,115931,39435,76496,0,0,0,76496,76496,76496
HCXY,12/31/2017,24.54,23.35,-4.849225753871221,153023,0,153023,0,56579,8728,0,96444,-17446,116855,37857,78998,0,0,0,78998,78998,78998
HCXY,12/31/2016,24.54,24.54,0.0,143035,0,143035,0,43648,5042,0,99387,-23641,107762,32016,75746,0,0,0,75746,68703,68703
TTD,12/31/2019,263.52,801,203.9617486338798,661058,0,661058,116752,432110,0,0,112196,-695,116220,0,116220,7902,0,0,108318,108318,108318
TTD,12/31/2018,111.86,259.78,132.2367244770248,477294,0,477294,83892,286079,0,0,107323,-1919,105737,0,105737,17597,0,0,88140,88140,88140
TTD,12/31/2017,45.69,116.06,154.01619610418035,308217,0,308217,52806,186055,0,0,69356,-4033,63625,0,63625,12827,0,0,50798,50798,50798
TTD,12/31/2016,28.05,46.41,65.45454545454544,202926,0,202926,27313,118095,0,0,57518,-10609,46909,3075,43834,23352,0,0,20482,20482,-26727
AFGD,12/31/2019,24.93,28.76,15.363016446048944,8237000,6183000,2054000,0,0,0,878000,1108000,0,1176000,68000,1108000,239000,0,28000,869000,897000,897000
AFGD,12/31/2018,24.93,24.93,0.0,7150000,5624000,1526000,0,0,0,825000,639000,0,701000,62000,639000,122000,0,13000,517000,530000,530000
AFGD,12/31/2017,24.93,24.93,0.0,6865000,5280000,1585000,0,0,0,776000,724000,0,809000,85000,724000,247000,0,-2000,477000,475000,475000
AFGD,12/31/2016,24.93,24.93,0.0,6498000,4944000,1554000,0,0,0,690000,787000,0,864000,77000,787000,119000,0,-19000,668000,649000,649000
CLPT,12/31/2019,4.78,15.89,232.4267782426778,11217,3833,7384,2922,9055,0,0,-4594,9,-4585,955,-5540,0,0,0,-5540,-5540,-5540
CLPT,12/31/2018,1.64,4.8,192.6829268292683,7353,2433,4920,2310,7858,0,0,-5248,65,-5183,980,-6163,0,0,0,-6163,-6163,-6163
CLPT,12/31/2017,2.89,1.57,-45.674740484429066,7380,2899,4481,2814,8003,0,0,-6336,41,-6294,873,-7167,0,0,0,-7167,-7167,-7167
CLPT,12/31/2016,3.4,2.64,-22.35294117647058,5749,2643,3107,2628,7967,0,0,-7489,470,-7019,1051,-8070,0,0,0,-8070,-8070,-8070
BHTG,12/31/2019,1.85,1.12,-39.45945945945946,4219,2961,1258,0,7064,0,1729,-7535,633,-6903,3377,-10280,0,0,2657,-7623,-7623,-8750
BHTG,12/31/2018,1.65,1.7,3.030303030303033,3359,1287,2072,0,6742,0,468,-5137,-6425,-11562,2583,-14145,0,-602,77,-14670,-14670,-15163
BHTG,12/31/2017,4.08,1.62,-60.29411764705882,2421,1686,735,0,7185,0,114,-6564,0,-6564,1769,-8333,0,-18,0,-8351,-8351,-8351
BHTG,12/31/2016,2.25,5.15,128.8888888888889,2243,1670,574,899,5485,0,113,-5925,0,-5925,821,-6745,0,0,0,-6745,-6745,-6745
CUZ,12/31/2019,40.96,33.5,-18.212890625000004,657515,222146,435369,0,90997,4004,257149,83219,110761,193980,53963,140017,0,12666,-2265,150418,150418,150418
CUZ,12/31/2018,31.16,41.2,32.220795892169455,475212,164678,310534,0,22844,3782,181382,102526,5445,107971,39430,68541,0,12224,-1601,79164,79164,79164
CUZ,12/31/2017,37.08,31.6,-14.778856526429333,466185,163882,302303,0,30980,3527,196745,71051,135317,206368,33524,172844,0,47115,-3684,216275,216275,216275
CUZ,12/31/2016,34.32,37.24,8.508158508158512,259211,96908,162303,0,31480,27780,97948,5095,71934,77029,26650,50379,0,10562,-995,60941,80104,79109
IX,3/31/2019,72.6,59.1,-18.595041322314042,21998000,13981000,8018000,0,3960000,226000,0,3832000,288000,4418000,843000,3575000,621000,298000,-30000,3223000,2925000,2925000
IX,3/31/2018,87.77,72.87,-16.9761877634727,26918000,18747000,8172000,0,4062000,214000,0,3895000,451000,4817000,722000,4095000,1071000,471000,-79000,3415000,2944000,2944000
IX,3/31/2017,74.67,86.62,16.00374983259676,24039000,16367000,7672000,0,3719000,285000,0,3668000,562000,4468000,654000,3814000,1293000,238000,-69000,2690000,2452000,2452000
CVA,12/31/2019,14.9,13.13,-11.87919463087248,1870000,1371000,499000,0,186000,2000,221000,90000,50000,140000,143000,-3000,-7000,6000,0,10000,10000,10000
CVA,12/31/2018,13.25,14.84,12.0,1868000,1321000,547000,0,180000,86000,218000,63000,199000,262000,145000,117000,-29000,6000,0,152000,152000,152000
CVA,12/31/2017,16.95,13.42,-20.825958702064895,1752000,1271000,481000,0,163000,2000,215000,101000,-89000,12000,147000,-135000,-191000,1000,0,57000,57000,57000
CVA,12/31/2016,15.75,16.85,6.984126984126993,1699000,1177000,522000,0,186000,20000,207000,109000,43000,152000,138000,14000,22000,4000,0,-4000,-4000,-4000
TMST,12/31/2019,7.99,4.67,-41.55193992490613,1208800,1186200,22600,0,91800,17900,0,-87100,-23300,-110400,15700,-126100,-16100,0,0,-110000,-110000,-110000
TMST,12/31/2018,8.54,7.86,-7.962529274004671,1610600,1484000,126600,0,98200,900,0,27500,-18600,8900,17100,-8200,1800,0,0,-10000,-10000,-10000
TMST,12/31/2017,15.41,8.74,-43.28358208955224,1329200,1248900,80300,0,90500,700,0,-10900,-4100,-15000,14800,-29800,1500,0,0,-31300,-31300,-31300
TMST,12/31/2016,15.87,16.1,1.4492753623188546,869500,841600,27900,0,90200,300,0,-62600,-68000,-130600,11400,-142000,-36500,0,0,-105500,-105500,-105500
RETO,12/31/2019,0.8779,0.6645,-24.308007745756925,29552,22191,7361,438,5262,9822,0,-8162,-1873,-10035,1254,-11289,1007,0,295,-12296,-14803,-14803
RETO,12/31/2018,1.26,0.8779,-30.325396825396826,29295,15269,14025,657,6878,1724,0,4766,-1,4766,1070,3696,1042,0,-87,2653,4481,4481
RETO,12/31/2017,7.34,1.3,-82.28882833787466,25904,11042,14862,479,5853,880,0,7650,154,7804,971,6833,2132,0,-668,4701,5978,5978
RETO,12/31/2016,8.3,7.11,-14.337349397590366,32424,18371,14053,504,4259,1102,0,8189,-283,7906,1450,6455,1952,0,-400,4104,4104,4104
PANW,7/31/2019,226.65,255.92,12.914184866534296,2899600,808400,2091200,539500,1605800,0,0,-54100,63400,9300,83900,-74600,7300,0,0,-81900,-81900,-81900
PANW,7/31/2018,200.57,226.54,12.948097920925363,2273600,645100,1628500,400700,1332000,0,0,-104200,28500,-75700,29600,-105300,16900,0,0,-122200,-122200,-122200
PANW,7/31/2017,132.58,198.26,49.539900437471694,1755100,476400,1278700,347400,1097100,0,0,-165800,10200,-155600,24500,-180100,22900,0,0,-203000,-203000,-203000
TBI,12/29/2019,23.6,18.79,-20.381355932203398,2368779,1742621,626158,0,522430,0,37549,66179,6648,72827,2783,70044,6971,0,0,63073,63073,63073
TBI,12/30/2018,21.95,23.75,8.200455580865606,2499207,1833607,665600,0,550632,0,41049,73919,6625,80544,4881,75663,9909,0,0,65754,65754,65754
TBI,12/31/2017,27.5,22.25,-19.09090909090909,2508771,1874298,634473,0,510794,0,46115,77564,5480,83044,5494,77550,22094,0,0,55456,55456,55456
TBI,1/1/2017,25.05,27.35,9.181636726546909,2750640,2070922,679718,0,546477,103544,46692,-16995,3821,-13174,7166,-20340,-5089,0,0,-15251,-15251,-15251
SOHOB,12/31/2019,26.4,11.6078,-56.03106060606061,185788,138850,46938,0,6830,0,21637,18470,2224,20694,19768,926,-249,0,734,757,1909,-5911
SOHOB,12/31/2018,24.75,26.24,6.020202020202014,178173,130489,47684,0,6181,0,20885,20618,-803,19815,19954,-139,469,0,718,-643,110,-5720
SOHOB,12/31/2017,25.5382,24.76,-3.0471998809626295,154267,113277,40989,0,6336,0,17000,17654,-159,17495,15728,1767,1738,0,413,-736,443,-3339
SOHOB,12/31/2016,25.4699,25.45,-0.0781314414269385,152846,112833,40013,0,6021,0,15019,18972,-1705,17268,17735,-467,-1368,0,27,-491,927,-218
CAH,6/30/2019,47.43,52.19,10.035842293906805,145534000,138700000,6834000,0,4480000,-327000,621000,2060000,-15000,2045000,294000,1751000,386000,0,-2000,1363000,1363000,1363000
CAH,6/30/2018,48.9,47.56,-2.7402862985684995,136809000,129628000,7181000,0,4596000,1752000,707000,126000,-25000,101000,329000,-228000,-487000,0,-3000,254000,256000,256000
CAH,6/30/2017,78.09,49.15,-37.05980279165066,129976000,123432000,6544000,0,3775000,122000,527000,2120000,5000,2125000,201000,1924000,630000,0,-6000,1288000,1288000,1288000
HQY,1/31/2019,62.47,66.06,5.746758444053151,287243,106050,181193,35057,62537,0,5929,77670,-1582,76088,270,75818,1919,0,0,73899,73899,73899
HQY,1/31/2018,50.69,62.34,22.98283685145,229525,94609,134916,27385,48250,0,4863,54418,-1955,52463,274,52189,4827,0,0,47362,47362,47362
HQY,1/31/2017,46.68,50.62,8.440445586975144,178370,72015,106355,22375,38471,0,4297,41212,-1092,40120,0,40120,13744,0,0,26376,26376,26376
WALA,12/31/2019,25.98,25.52,-1.7705927636643604,1290140,158405,0,0,444225,37009,20047,0,0,630454,26228,604226,105055,0,0,499171,499171,499171
WALA,12/31/2018,24.92,25.98,4.253611556982338,1076599,90464,0,0,395351,28722,24594,0,0,537468,27140,510328,74540,0,0,435788,435788,435788
WALA,12/31/2017,26.39,24.7833,-6.088291019325503,890857,41965,0,0,329053,29814,19324,0,0,470701,18884,451817,126325,0,0,325492,325492,325492
WALA,12/31/2016,24.18,26.36,9.01571546732837,743421,29722,0,0,291139,37022,10788,0,0,374750,13571,361179,101381,0,0,259798,259798,259798
RNGR,12/31/2019,6.5,3.64,-44.0,336900,263000,73900,0,26700,0,34800,12400,0,12400,5800,6600,2200,0,-2600,1800,1800,1800
RNGR,12/31/2018,5.28,6.44,21.969696969696972,303100,236900,66200,0,29000,9000,30300,-2100,0,-2100,3700,-5800,0,0,2500,-3300,-3300,-3300
RNGR,12/31/2017,9.35,5.17,-44.70588235294118,154000,126400,27600,0,30400,0,17800,-20600,0,-20600,6300,-26900,400,0,5500,-21800,-6600,-6600
RNGR,12/31/2016,14,9.15,-34.64285714285714,52800,39300,13500,0,11400,0,6600,-4500,0,-4500,500,-5000,0,0,0,-5000,0,0
SCKT,12/31/2019,1.6,2.38,48.749999999999986,19253,9152,10101,3894,5601,0,0,606,0,606,101,506,219,0,0,287,287,287
SCKT,12/31/2018,1.58,1.61,1.8987341772151916,16454,7998,8456,3640,5402,0,0,-586,0,-586,129,-715,-143,0,0,-571,-571,-571
SCKT,12/31/2017,3.61,1.5,-58.44875346260388,21286,9896,11390,3474,5499,0,0,2418,0,2418,79,2338,3769,0,0,-1431,-1431,-1431
SCKT,12/31/2016,3.84,3.6,-6.249999999999995,20788,10353,10434,2889,4982,0,0,2563,0,2563,131,2432,-9715,0,0,12147,12147,12147
EXEL,12/31/2019,17.71,20.07,13.325804630152453,967775,33097,934678,336964,228244,0,0,369470,28639,398109,0,398109,77097,0,0,321012,321012,321012
EXEL,12/31/2018,19.28,17.62,-8.609958506224066,853826,26348,827478,182257,206366,0,0,438855,13237,452092,0,452092,-237978,0,0,690070,690070,690070
EXEL,12/31/2017,30.35,19.67,-35.18945634266886,452477,15066,437411,112171,159330,0,0,165910,1346,167256,8679,158577,4350,0,0,154227,154227,154227
EXEL,12/31/2016,15.14,31.4,107.39762219286656,191454,6552,184902,95967,116145,914,0,-28124,-9038,-37162,33060,-70222,0,0,0,-70222,-70222,-70222
MRNS,12/31/2019,8.8,12.2,38.63636363636362,0,0,0,42966,11456,0,0,-54422,301,-54121,0,-54121,0,0,0,-54121,-54121,-54121
MRNS,12/31/2018,11.28,8.64,-23.404255319148927,0,0,0,28394,8785,0,0,-37179,453,-36726,0,-36726,0,0,0,-36726,-36726,-36726
MRNS,12/31/2017,32,11.48,-64.125,0,0,0,12376,6667,0,0,-19043,304,-18739,159,-18898,0,0,0,-18898,-18898,-18898
MRNS,12/31/2016,4.4,33.6,663.6363636363637,0,0,0,22005,6237,0,0,-28242,63,-28179,464,-28643,0,0,0,-28643,-28643,-28643
FOXF,1/3/2020,69.57,103.41,48.641655886157835,751020,508285,242735,31789,91793,0,6344,112809,-1067,111742,3173,108569,14099,0,-1437,93033,93033,93033
FOXF,12/28/2018,60.32,69.66,15.4840848806366,619225,413729,205496,25847,79052,0,6065,94532,-583,93949,3059,90890,5523,0,-1327,84040,84040,84040
