Symbol,Period Ending,Next Period Start Opening Price (Period Ending + 1 Day),Next Period End Closing Price (Period Ending + 1 year),Price Percentage Change,Net Income,Depreciation,Net Income Adjustments,Accounts Receivable,Changes in Inventories,Other Operating Activities,Liabilities,Net Cash Flow-Operating,Capital Expenditures,Investments,Other Investing Activities,Net Cash Flows-Investing,Sale and Purchase of Stock,Net Borrowings,Other Financing Activities,Net Cash Flows-Financing,Effect of Exchange Rate,Net Cash Flow
BHTG,12/31/2016,2.25,5.15,128.8888888888889,-6745,534,942,0,0,0,88,-5181,-8,0,0,-8,0,5622,0,5426,50,287
IX,3/31/2019,72.6,59.1,-18.595041322314042,2925000,2671000,-1309000,522000,-50000,62000,459000,5309000,-9579000,1342000,-2171000,-7896000,-579000,2983000,-99000,1506000,-17000,-1098000
IX,3/31/2018,87.77,72.87,-16.9761877634727,2944000,2632000,-1256000,-1033000,-131000,100000,2012000,5348000,-9885000,6058000,-1341000,-4129000,-429000,2519000,-80000,1326000,12000,2557000
IX,3/31/2017,74.67,86.62,16.00374983259676,2452000,2277000,-1169000,-382000,75000,-48000,1965000,5239000,-8884000,6990000,-590000,-2022000,-291000,588000,-51000,-303000,-27000,2888000
TMST,12/31/2019,7.99,4.67,-41.55193992490613,-110000,78600,37900,-113700,85900,92600,-1000,70300,-38000,0,0,-38000,200,-25000,-1000,-26800,0,5500
TMST,12/31/2018,8.54,7.86,-7.962529274004671,-10000,78500,33300,20600,-13600,-94500,4200,18500,-40000,0,1000,-39000,200,50000,-30900,17600,0,-2900
TMST,12/31/2017,15.41,8.74,-43.28358208955224,-31300,78900,28200,64000,-58200,-72300,-1200,8100,-33000,0,0,-33000,200,25000,-1400,23800,0,-1100
TMST,12/31/2016,15.87,16.1,1.4492753623188546,-105500,77800,62900,29300,-10700,9700,10900,74400,-42700,0,0,-42700,0,-43700,0,-48500,0,-16800
PANW,7/31/2019,226.65,255.92,12.914184866534296,-81900,430300,479700,668700,-108700,0,-332500,1055600,-131200,-921000,-773700,-1825900,-258300,-477400,-34500,-773900,0,-1544200
PANW,7/31/2018,200.57,226.54,12.948097920925363,-122200,275500,537800,679800,-33700,0,-299100,1038100,-112000,-33900,-374100,-520000,-61100,1682400,-43700,1245600,0,1763700
PANW,7/31/2017,132.58,198.26,49.539900437471694,-203000,194400,495400,599400,-42100,0,-175300,868800,-163400,-218500,-90700,-472600,-364600,0,-21400,-386000,0,10200
TBI,12/29/2019,23.6,18.79,-20.381355932203398,63073,37549,31927,-25413,5450,0,-19055,93531,-28119,18483,-11995,-21631,-39719,-42900,-296,-82915,936,-10079
TBI,12/30/2018,21.95,23.75,8.200455580865606,65754,41049,27143,-5970,11640,0,-13924,125692,-17054,8694,-12155,-20515,-36719,-38297,0,-75016,-1542,28619
TBI,12/31/2017,27.5,22.25,-19.09090909090909,55456,46115,19341,-12459,-28483,0,20164,100134,-21958,-30444,-1979,-54381,-38161,-18874,-18300,-75335,191,-29391
TBI,1/1/2017,25.05,27.35,9.181636726546909,-15251,46692,102719,3838,112785,0,9920,260703,-29042,-25404,-69497,-123943,-7057,-108035,-29,-115121,1772,23411
SOHOB,12/31/2019,26.4,11.6078,-56.03106060606061,1909,22402,-1394,-1364,2115,0,-473,22461,-6346,-12661,298,-18709,33067,-31741,0,-13636,0,-9884
SOHOB,12/31/2018,24.75,26.24,6.020202020202014,110,21880,1535,1149,-754,0,2962,26163,-79733,-22105,938,-100899,1579,89745,0,79175,0,4439
SOHOB,12/31/2017,25.5382,24.76,-3.0471998809626295,443,17751,725,1245,-1882,0,-2025,15843,-3987,-23156,7816,-19327,21905,-11628,0,550,0,-2934
SOHOB,12/31/2016,25.4699,25.45,-0.0781314414269385,927,16142,2032,-35,166,0,-1229,17976,0,-14913,213,-14699,35705,-13715,0,15798,0,19075
CAH,6/30/2019,47.43,52.19,10.035842293906805,1363000,1000000,-398000,2057000,-751000,-551000,0,2722000,-328000,-15000,681000,338000,-600000,-1102000,-14000,-2293000,1000,768000
CAH,6/30/2018,48.9,47.56,-2.7402862985684995,256000,1032000,570000,2989000,-871000,-1211000,0,2768000,-384000,56000,-5280000,-5608000,-656000,-1001000,-38000,-2276000,4000,-5116000
CAH,6/30/2017,78.09,49.15,-37.05980279165066,1288000,717000,440000,71000,-665000,-673000,0,1184000,-387000,111000,-129000,-405000,-612000,4864000,23000,3746000,-2000,4523000
HQY,1/31/2019,62.47,66.06,5.746758444053151,73899,18185,22638,8899,-4306,0,-5893,113422,-3869,40694,-11173,25652,22929,0,0,22929,0,162003
HQY,1/31/2018,50.69,62.34,22.98283685145,47362,15952,19213,4669,-4734,0,-760,81702,-5458,-483,-30807,-36748,14564,0,0,14564,0,59518
HQY,1/31/2017,46.68,50.62,8.440445586975144,26376,13186,5638,4462,-2728,0,-1343,45591,-3645,-379,-9030,-13054,7142,0,0,23776,0,56313
WALA,12/31/2019,25.98,25.52,-1.7705927636643604,499171,76690,30565,0,0,0,111346,717772,-35148,-3703431,15546,-3723033,-120051,-496736,3609401,2941285,0,-63976
WALA,12/31/2018,24.92,25.98,4.253611556982338,435788,47803,36694,0,0,0,20687,540972,-11313,-2712263,10143,-2713433,-35134,97394,2192005,2254265,0,81804
WALA,12/31/2017,26.39,24.7833,-6.088291019325503,325492,29836,122047,0,0,0,-93564,383811,-8862,-2967932,21267,-2955527,846,294289,2408858,2703993,0,132277
WALA,12/31/2016,24.18,26.36,9.01571546732837,259798,17509,28786,-2334,0,0,-23114,280645,-10574,-1611176,-1268483,-2890233,56855,102828,2509756,2669439,0,59851
RNGR,12/31/2019,6.5,3.64,-44.0,1800,34800,4200,-300,5200,1100,2500,51900,-24200,0,800,-23400,-700,-23100,-400,-24200,0,4300
RNGR,12/31/2018,5.28,6.44,21.969696969696972,-3300,30300,11500,6600,-13500,-3400,1900,27600,-75900,0,1500,-74400,0,44100,0,44100,0,-2700
RNGR,12/31/2017,9.35,5.17,-44.70588235294118,-6600,17800,6700,7300,-12400,0,-9400,-17300,-21700,0,-47200,-68900,80900,7200,0,88100,0,1900
RNGR,12/31/2016,14,9.15,-34.64285714285714,0,6600,1000,700,-10000,0,1500,-5200,-11200,0,-14200,-25400,34100,0,0,31100,0,500
EXEL,12/31/2019,17.71,20.07,13.325804630152453,321012,8348,130511,34823,43716,-5731,-5723,526956,-12834,-574413,0,-587247,22499,0,-9946,12553,0,-47738
EXEL,12/31/2018,19.28,17.62,-8.609958506224066,690070,4915,-199502,17414,-85471,-3181,-8525,415720,-33297,-264861,308,-297850,17278,0,-7587,9691,0,127561
EXEL,12/31/2017,30.35,19.67,-35.18945634266886,154227,1187,17143,40050,-43299,-3319,-378,165611,-21143,57774,164,36795,22423,-185788,-6563,-169928,0,32478
EXEL,12/31/2016,15.14,31.4,107.39762219286656,-70222,9434,43925,263840,-35318,-722,-533,210404,-1703,-212942,97,-214548,27514,-7710,-4108,15696,0,11552
MMS,9/30/2019,77.46,68.41,-11.683449522334106,240824,85458,33435,61636,-45495,0,-18802,356727,-66846,19349,-436386,-483883,-47446,9522,-9048,-110859,-2052,-240067
MMS,9/30/2018,63.97,77.26,20.775363451617956,220751,62192,26959,-36297,38953,0,4151,316774,-26520,-20153,1436,-45237,-66919,-137,-13132,-91880,-2825,176832
MMS,9/30/2017,63.46,63.72,0.4097069019854995,209426,67977,25477,-25960,53051,0,3697,336424,-24154,0,-1067,-25221,-27939,-164981,-10835,-215429,3660,99434
RICK,9/30/2019,20.69,20.4,-1.4016433059449138,19682,9406,4501,3262,457,-216,-681,37174,-20708,-262,-6177,-27147,-2901,-9413,0,-13656,0,-3629
RICK,9/30/2018,29.5,20.68,-29.89830508474576,20879,8282,1683,1254,-3622,-199,-2589,25769,-25263,127,-1203,-26339,0,11403,0,8374,0,7804
RICK,9/30/2017,24.77,29.53,19.21679450948729,8259,7138,9319,-2978,878,-19,-1526,21094,-11249,107,-7382,-18524,-1099,-681,0,-3975,0,-1405
CBD,12/31/2019,22.01,14.32,-34.93866424352567,208000,388000,360000,-366000,-23000,-45000,-240000,282000,-615000,0,-197000,-812000,10000,908000,-380000,471000,28000,-59000
CBD,12/31/2018,21.3,21.87,2.6760563380281703,331000,341000,624000,838000,-41000,-381000,-611000,1101000,-425000,0,-64000,-489000,1000,117000,-450000,-423000,0,188000
CBD,12/31/2017,24.12,20.77,-13.888888888888893,258000,371000,843000,904000,-592000,-454000,-263000,1067000,-427000,0,-58000,-484000,3000,-574000,-522000,-1123000,0,-540000
CBD,12/31/2016,17.36,23.94,37.90322580645163,-352000,335000,813000,-322000,-531000,33000,-376000,-401000,-389000,0,-232000,-621000,2000,477000,-24000,453000,-7000,-568000
SGC,12/31/2019,13.66,23.24,70.13177159590042,-6921,344,3666,-1467,699,0,863,-2816,-2,0,0,-2,3254,-106,0,3075,0,257
SGC,12/31/2018,17.73,13.54,-23.6322617033277,-4844,596,1210,138,449,0,-1002,-3452,-71,26,-5,-50,0,0,0,0,0,-3502
SGC,12/31/2017,26.7603,17.65,-34.04408769707366,-4513,921,1878,3349,-2799,9,-88,-1242,-4,0,0,-4,7068,-1500,0,5568,0,4322
SGC,12/31/2016,19.69,26.2,33.06246825799897,-1971,938,-490,-186,-182,149,-125,-1866,-1,3,1,3,0,2596,-600,1946,0,82
PM,12/31/2019,85.51,82.79,-3.1809145129224636,7185000,964000,230000,1434000,-331000,-548000,613000,10090000,-852000,-991000,32000,-1811000,51000,-543000,-408000,-8061000,27000,245000
PM,12/31/2018,66.13,85.09,28.670799939513095,7911000,989000,-103000,614000,53000,-613000,252000,9478000,-1436000,353000,85000,-998000,-81000,-2229000,-456000,-9651000,-685000,-1856000
PM,12/31/2017,105.82,66.76,-36.9117369117369,6035000,875000,-511000,1175000,-92000,730000,394000,8912000,-1548000,-1638000,103000,-3083000,5000,4172000,-426000,-2769000,1085000,4145000
PM,12/31/2016,91.79,104.39,13.726985510404177,6967000,743000,182000,1450000,-1009000,-695000,156000,8077000,-1172000,254000,84000,-834000,7000,1131000,-173000,-5413000,-965000,865000
BHFAP,12/31/2019,27.63,27.8,0.615273253709742,-740000,-283000,-295000,1346000,-545000,0,2057000,1828000,0,-7341000,0,-7341000,-30000,-268000,4564000,4245000,0,-1268000
BHFAP,12/31/2018,24.75,27.75,12.121212121212121,865000,-264000,-2924000,2512000,-378000,0,2982000,3062000,0,-4538000,0,-4538000,-105000,1254000,2615000,3764000,0,2288000
BHFAP,12/31/2017,24.75,24.92,0.6868686868686937,-378000,-276000,-81000,1371000,117000,0,2367000,3396000,0,-3917000,2000,-3915000,-375000,428000,-2905000,-2852000,0,-3371000
BHFAP,12/31/2016,24.75,24.92,0.6868686868686937,-2939000,-218000,4490000,-232000,7000,0,2410000,3736000,0,4674000,0,4674000,1199000,-3273000,-2678000,-4752000,0,3658000
MAG,12/31/2019,11.93,20.52,72.00335289186924,-4426,106,851,-84,288,0,58,-3207,-3584,-53549,0,-57133,2819,0,-71,2748,-228,-57820
MAG,12/31/2018,7.31,11.84,61.96990424076608,-5802,15,2207,-114,-212,0,-39,-3945,-2270,-23942,0,-26212,0,0,0,0,-58,-30215
MAG,12/31/2017,12.63,7.3,-42.201108471892326,-6497,20,1991,170,469,0,-106,-3953,-1433,-21139,55000,32428,48218,0,0,48218,355,77048
MAG,12/31/2016,11.06,12.78,15.551537070524402,-55846,23,51739,-24,-301,0,-31,-4440,-1362,-6560,-55000,-62922,75313,0,0,75313,-28,7923
CBFV,12/31/2019,30.26,20.01,-33.87309980171844,14327,3546,61,804,139,0,-1273,17870,-48,-10725,-262,-11035,-49,-6408,31701,20029,0,26864
CBFV,12/31/2018,24.58,30.14,22.620016273393013,7052,3119,2464,-941,-730,0,2523,13658,-4427,10567,21327,27467,-104,-35455,31694,-8394,0,32731
CBFV,12/31/2017,30,24.78,-17.399999999999995,6944,2874,816,-249,-266,0,1026,11603,-3845,-81985,-61,-85891,21,9078,75126,80628,0,6340
CBFV,12/31/2016,26.097,29.95,14.764149135915996,7580,3324,531,-254,-21,0,-1248,10571,-2541,-17009,2029,-17521,-14,-5421,18919,9892,0,2942
CNP,12/31/2019,27.33,21.64,-20.819612147822898,791000,1340000,53000,-562000,226000,-52000,-158000,1638000,-2506000,-5955000,40000,-8421000,0,3485000,-14000,2776000,0,-4007000
CNP,12/31/2018,28.16,27.27,-3.1605113636363655,368000,1291000,195000,248000,-154000,1000,187000,2136000,-1651000,428000,16000,-1207000,3584000,382000,-5000,3053000,0,3982000
CNP,12/31/2017,28.39,28.23,-0.5635787249031354,1792000,1060000,-1139000,211000,-216000,-7000,-284000,1417000,-1426000,165000,4000,-1257000,0,220000,-4000,-245000,0,-85000
CNP,12/31/2016,24.72,28.02,13.3495145631068,432000,1152000,84000,190000,-117000,34000,148000,1923000,-1414000,373000,7000,-1034000,0,-185000,-2000,-808000,0,81000
TMQ,11/30/2019,1.79,1.93,7.821229050279324,-27905,211,3846,697,-241,0,-100,-23492,-645,0,10200,9555,10121,0,0,10121,-1,-3816
TMQ,11/30/2018,2.23,1.77,-20.62780269058296,-21849,160,1660,-2592,447,0,104,-22070,-7,2297,10435,12725,-1805,0,26945,26945,0,17600
TMQ,11/30/2017,0.8105,2.22,173.9049969154843,-21104,107,2545,3577,-423,0,-113,-15411,-300,3479,10365,13544,0,0,-90,-90,8,-1957
TMQ,11/30/2016,0.553,0.81,46.47377938517179,-4862,174,-3794,-143,-8,0,-59,-8692,-122,44,0,-78,0,0,-29,-29,0,-8799
FSI,12/31/2019,2.64,2.49,-5.681818181818178,1912,620,-71,340,-320,-478,-18,2370,-1831,-835,0,-2667,363,-379,0,-3088,161,-3223
FSI,12/31/2018,1.3807,2.57,86.13746650249871,2490,343,-1500,-314,-1048,-2185,53,-2230,-181,-4783,2406,-2557,102,6255,0,6128,-395,946
FSI,12/31/2017,1.84,1.35,-26.630434782608695,1755,287,-909,-91,912,-887,-24,1042,-426,25,3375,2973,156,-201,0,-45,471,4442
FSI,12/31/2016,1.3,1.86,43.07692307692308,1793,540,385,746,-1199,-506,16,1775,-114,-88,-16,-218,-1542,-151,0,-1694,107,-29
SMID,12/31/2019,6.1,9.45,54.91803278688524,1959,1793,802,-2129,442,1318,-253,3932,-4513,-32,-196,-4741,0,508,0,227,0,-582
SMID,12/31/2018,7.41,6,-19.02834008097166,1687,1247,275,2778,-4382,-45,6912,8472,-5234,-33,-5375,-10642,12,970,0,726,0,-1444
SMID,12/31/2017,6.75,7.48,10.814814814814822,2684,926,747,2518,-1620,-937,-1392,2926,-2741,-32,46,-2727,117,-400,0,-332,0,-133
SMID,12/31/2016,5.301,6.89,29.975476325221646,2835,821,513,331,-437,-85,17,3995,-3745,-24,58,-3711,83,1420,0,1503,0,1787
SA,12/31/2019,13.96,21.07,50.93123209169054,-8955,28,1911,-103,-1283,0,-1,-8403,0,-21377,9987,-11391,24335,0,-19,24316,0,4523
SA,12/31/2018,13.46,13.82,2.67459138187221,-14600,0,7990,693,-730,0,-240,-6886,0,-27528,-3697,-31226,37291,0,0,37291,0,-821
SA,12/31/2017,11.3,13.23,17.079646017699112,-8210,0,1776,-1671,12,0,0,-8094,0,-18442,-4026,-22468,32479,0,0,32479,0,1918
SA,12/31/2016,8.15,11.4,39.87730061349693,-5435,0,1062,515,-2,0,-1,-3861,0,-18622,6279,-12343,16693,0,0,16693,0,489
VREX,9/27/2019,28.28,12.3,-56.5063649222065,15500,41600,9800,-3300,14800,-11100,4300,71900,-19800,-3900,-69500,-93200,4600,-1600,-2600,-100,-700,-22100
VREX,9/28/2018,28.71,28.54,-0.5921281783350808,27500,44500,6500,-2600,9000,-2400,2000,85300,-20400,0,-4800,-25200,8900,-96000,-2900,-90400,-500,-30800
VREX,9/29/2017,33.99,27.91,-17.887614004118863,51600,29200,0,31400,-23100,-4200,-10100,75200,-20200,0,-271800,-292000,7800,494000,-1900,263300,900,47400
CLX,6/30/2019,153.77,219.37,42.661117253040246,820000,180000,-6000,43000,-32000,-7000,-6000,992000,-206000,0,10000,-196000,-514000,189000,0,-815000,-2000,-21000
CLX,6/30/2018,134.19,152.8,13.868395558536413,823000,166000,74000,-46000,-24000,-21000,4000,976000,-194000,0,-665000,-859000,-226000,277000,0,-399000,-3000,-285000
CLX,6/30/2017,133,133.52,0.39097744360903025,701000,163000,51000,-22000,-1000,-19000,-5000,865000,-231000,0,26000,-205000,-108000,-125000,0,-645000,-1000,14000
TXRH,12/31/2019,56.64,78.16,37.99435028248587,174452,115544,47874,45596,-5774,-1414,-9046,374298,-214340,0,-480,-214820,-140530,0,-12471,-261724,0,-102246
TXRH,12/25/2018,57.25,55.77,-2.585152838427942,158225,101216,52709,54116,-15597,-2495,-1375,352868,-155980,0,-2165,-158145,2847,-50000,-14067,-135516,0,59207
TXRH,12/26/2017,54.09,59.01,9.095951192457004,131526,93499,27372,50967,-20379,-48,-2574,286373,-161628,0,-16528,-178156,5755,-558,-11639,-70243,0,37974
TXRH,12/27/2016,49.69,53.86,8.392030589655871,115598,82964,38142,30339,-10733,-455,-3765,257065,-164738,0,0,-164738,-1018,24855,-9312,-38717,0,53610
JFR,7/31/2009,12.04,12.06,0.16611295681064245,-63858,6194,315093,44590,-12278,0,-9,286319,0,0,0,0,-60000,-194647,0,-286319,0,0
JFR,7/31/2008,12.04,12.06,0.16611295681064245,9317,55227,682,-6647,13072,0,-8,54238,0,0,0,0,-235000,233147,0,-54238,0,0
JFR,7/31/2007,12.04,12.06,0.16611295681064245,36382,36019,2637,-5248,-7393,0,-19,42230,0,7214,0,7214,0,0,0,-49444,0,0
JFR,7/31/2006,12.04,12.06,0.16611295681064245,53749,10357,2374,-36809,1049,0,51,14352,0,32656,0,32656,-5,0,0,-47008,0,0
CNF,12/31/2019,4.2,4.21,0.238095238095233,76754,1567,-19309,92696,0,0,34794,186502,-637,709191,126,708680,0,-1104800,0,-1104800,551,-209618
CNF,12/31/2018,5.39,4,-25.78849721706864,125393,1937,55958,29927,0,0,-24242,192957,-2159,91962,4763,94566,45703,-46074,0,-371,-29,287152
CNF,12/31/2017,7.61,5.51,-27.595269382391596,81799,1659,67591,106124,0,0,-59592,197581,-3035,-1477693,9000,-1471728,0,1421490,0,1421490,-349,147343
CNF,12/31/2016,7.61,7.6,-0.13140604467806405,33879,949,19200,299,0,0,337,54663,-2191,-674179,2,-676367,0,617467,0,617467,360,-4237
AUY,12/31/2019,4.01,5.71,42.39401496259352,225600,392300,-112100,0,0,0,-68700,521800,-331700,0,763700,432000,0,-712500,-121300,-892500,-1000,60300
AUY,12/31/2018,2.37,3.95,66.66666666666666,-297700,338800,404200,0,0,0,-162100,404200,-446900,0,117300,-329600,0,-26500,-74100,-134300,3000,-56700
AUY,12/31/2017,3.17,2.36,-25.55205047318612,-198100,418200,391800,0,0,0,-14000,484000,-607500,0,-36700,-644200,71500,269100,-103800,217900,100,57800
AUY,12/31/2016,2.84,3.29,15.845070422535217,-308300,455500,786800,0,0,0,25300,664800,-495400,33600,41200,-420600,40700,-184000,-96200,-267500,800,-22500
MCN,12/31/2008,8.97,9,0.3344481605351099,-80805,0,0,0,0,0,0,-80805,0,0,0,0,0,0,0,-22737,0,-103541
MCN,12/31/2007,8.97,9,0.3344481605351099,-9824,0,0,0,0,0,0,-9824,0,0,0,0,2119,0,0,-23246,0,-33070
MCN,12/31/2006,8.97,9,0.3344481605351099,27146,0,0,0,0,0,0,27146,0,0,0,0,3406,0,0,-21639,0,5507
MCN,12/31/2005,8.97,9,0.3344481605351099,17123,0,0,0,0,0,0,17123,0,0,0,0,5560,0,0,-19069,0,-1946
AVB,12/31/2019,210.46,160.43,-23.771738097500712,794024,696136,-149938,8621,0,0,-19118,1321804,-1613420,2358,417193,-1193869,408781,229266,-16101,-218185,0,-90250
AVB,12/31/2018,172.57,209.7,21.5159065886307,972303,661116,-354431,7668,0,0,12583,1301111,-1565506,73936,894919,-596651,51141,76620,-10556,-688502,0,15958
AVB,12/31/2017,178.59,174.05,-2.542135617895734,922193,603812,-260045,26448,0,0,9382,1256257,-1516254,47222,503651,-965381,110131,254489,-10450,-418947,0,-128071
AVB,12/31/2016,178.3,177.24,-0.5945036455412239,1091889,535311,-422730,19386,0,0,-5403,1160272,-1667194,82733,552109,-1032352,13566,418922,-8562,-303271,0,-175351
TLC,12/31/2019,5.4,4.43,-17.962962962962973,-26938,2382,1118,-2963,92,0,233,-25939,-1854,0,10267,8413,27884,-3065,0,24819,-75,7219
TLC,12/31/2018,5.528,5.38,-2.677279305354553,-29332,1544,1566,2861,510,0,503,-22320,-2170,0,-9827,-11997,17927,11735,0,29662,-37,-4692
TLC,12/31/2017,6.06,5.5,-9.240924092409234,-29368,1764,2168,-962,-507,0,-653,-27526,-609,0,-382,-991,157,-7,0,151,-99,-28465
TLC,12/31/2016,6.06,5.8,-4.290429042904287,-25577,2335,3151,1100,299,0,-182,-18856,-665,0,178,-486,1324,-132,0,1192,-23,-18174
CNSL,12/31/2019,3.9,4.89,25.384615384615376,134621,15030,6243,-3327,-7740,0,-15745,141445,-2752,38701,0,35949,36058,0,0,-170130,1355,7264
CNSL,12/31/2018,9.76,3.88,-60.24590163934426,113896,15150,37728,-400,-4549,0,-84853,72598,-3470,-49724,0,-53194,71631,0,0,-118110,-2013,-98706
CNSL,12/31/2017,12.82,9.88,-22.932917316692663,91939,14689,20073,12190,-12463,0,-62722,64253,-3242,8951,0,5709,38153,0,0,-60423,679,9539
CNSL,12/31/2016,26.9,13.29,-50.59479553903346,92936,7610,17760,10759,-4674,0,-9307,114958,-10183,13081,0,2898,-3375,0,0,-74542,-2808,43314
AWF,3/31/2009,14.17,14.16,-0.07057163020465622,-206728,0,0,0,0,0,0,-206728,0,0,0,0,0,0,0,-116828,0,-323556
AWF,3/31/2008,14.17,14.16,-0.07057163020465622,34444,0,0,0,0,0,0,34444,0,0,0,0,117099,0,0,-7137,0,27307
AWF,3/31/2007,14.17,14.16,-0.07057163020465622,109929,-6882,-40545,981,-3346,0,0,60136,0,-48797,0,-48797,0,57003,0,-9462,0,1878
AWF,3/31/2006,14.17,14.16,-0.07057163020465622,127597,0,0,0,0,0,0,127597,0,0,0,0,0,0,0,-60647,0,66950
TNK,12/31/2019,24.24,11.01,-54.57920792079207,41362,124002,-17271,0,0,0,-30432,117661,-11628,0,20008,8380,0,-89632,-126,-89758,0,36283
TNK,12/31/2018,7.5408,23.97,217.87078294080203,-52548,118514,-18277,0,0,0,-54952,-7263,-5827,746,589,-4492,0,4696,-92,-3448,0,-15203
TNK,12/31/2017,11.28,7.424,-34.184397163120565,-58023,100481,31441,0,0,0,6590,80489,-4732,550,82962,78780,13521,-171067,-241,-178466,0,-19197
TNK,12/31/2016,18.32,11.12,-39.30131004366813,67823,104149,4570,0,0,0,30004,206546,-9226,3500,27550,21824,-7442,-235820,-744,-290853,0,-62483
CETXW,9/30/2019,0.0101,0.0525,419.80198019801986,-22365,3122,12251,-1176,3021,1342,-268,3935,14,-398,7224,6840,202,-3510,-8549,-11857,1624,-1082
CETXW,9/30/2018,0.1307,0.0101,-92.27237949502677,-9240,2320,-4417,-5798,3679,-81,562,-2482,-12207,0,0,-12207,0,2122,3229,5351,-321,-9338
CETXW,9/30/2017,0.38,0.1307,-65.60526315789474,4390,3142,-1059,-1368,-1892,-3200,983,995,-5678,0,0,-5678,11389,-948,0,9913,0,5231
FSFG,9/30/2019,63.29,54.34,-14.141254542581759,16177,1497,-62574,192,-754,0,-81,-44725,-9496,-96883,-5748,-112127,408,135880,23240,156010,0,-842
FSFG,9/30/2018,67.83,63.22,-6.796402771634969,10902,1091,-5985,459,-562,0,2536,17965,-1594,-56762,7864,-50492,362,-8394,49919,40542,0,8015
FSFG,9/30/2017,53.4,68,27.34082397003746,9313,1856,-16155,88,-592,0,1181,-2229,-426,-78036,227,-78235,62,-3367,89915,85381,0,4917
NYMX,12/31/2019,2.17,2.48,14.28571428571429,-13162,565,4341,819,-4,17,-6,-7430,0,0,0,0,5000,0,-277,4723,0,-2707
NYMX,12/31/2018,1.32,2.2,66.66666666666667,-10594,3,3915,-1156,73,-25,-17,-7801,-36,0,0,-36,14932,0,0,14932,0,7095
NYMX,12/31/2017,3.35,1.31,-60.8955223880597,-13429,153,6297,863,-77,-13,0,-6206,0,0,0,0,5039,0,0,5039,0,-1167
NYMX,12/31/2016,2.75,3.34,21.45454545454545,-13110,119,9074,-883,269,35,-7,-4502,-2,0,0,-2,6147,0,0,6147,0,1643
DKL,12/31/2019,32.49,32,-1.5081563558017912,96749,35250,-2171,-4836,9447,-7702,3662,130399,-9070,-138490,144,-147416,8,131700,0,18040,0,1023
DKL,12/31/2018,29.21,31.96,9.414584046559398,90182,33438,2423,-1747,10465,15178,3019,152958,-12931,989,-216097,-228039,26,276800,0,74928,0,-153
DKL,12/31/2017,32,29.25,-8.59375,69409,23020,-2017,10859,-2129,-11692,3762,91212,-18184,-2778,-8957,-29919,21,35412,0,-56677,0,4616
DKL,12/31/2016,28.55,32.3,13.134851138353753,62804,21454,1588,3551,8864,2045,401,100707,-11287,-61580,175,-72692,-9594,41000,0,-27956,0,59
SII,3/31/2019,22.754,16.2,-28.803726817262906,15427,22461,18516,13289,-31506,-15438,-1942,20807,-54788,-175,-2397,-57361,13503,43952,-10219,44091,88,7536
SII,3/31/2018,24.5,22.58,-7.836734693877558,14158,27234,11347,13558,-34047,8220,-7956,32514,-25589,548,-2470,-27511,187,-5523,-7533,-16069,-73,-11066
SII,3/31/2017,16.5,24.4,47.878787878787875,9893,27331,9964,24438,-28393,-6785,-9521,26927,-24589,870,-1075,-24794,4589,624,-6571,-3972,-55,-1839
MPWR,12/31/2019,180.12,366.23,103.32556073728625,108839,15596,74057,16638,2512,8865,-10204,216303,-95806,-77492,6186,-167112,19927,0,-683,-48050,-883,258
MPWR,12/31/2018,113.22,178.02,57.23370429252783,105268,13664,60041,18692,-18079,-37060,-1075,141451,-22526,11932,-4146,-14740,13665,0,-749,-34559,-2208,89944
MPWR,12/31/2017,113,116.25,2.8761061946902653,65203,18077,34845,45673,-3785,-27795,1603,133821,-65770,-63029,-5261,-134060,2851,0,-250,-31325,1625,-29939
MPWR,12/31/2016,82.89,116.31,40.31849439015563,52720,15693,42319,19819,-3421,-8323,-11021,107786,-37112,-13568,-5046,-55726,3807,0,-300,-28127,-2093,21840
BSVN,12/31/2019,19.02,14.2,-25.34174553101998,8225,849,11430,-2388,1064,0,0,19180,-3100,-105891,921,-108070,-2646,0,81580,77928,0,-10962
BSVN,12/31/2018,13.4,18.96,41.492537313432834,25000,1097,-934,3155,-1405,0,0,27001,-378,-38578,1383,-37573,50291,-5600,50072,38608,0,28036
BSVN,12/31/2017,20,13.35,-33.25,23789,1088,1107,308,-415,0,0,25877,-3969,-62421,597,-65793,0,-800,76275,65726,0,25810
BSVN,12/31/2016,20,19.09,-4.550000000000001,16817,799,1250,450,41,0,0,19357,-2319,-42857,896,-44280,0,-800,40786,32991,0,8068
DELL,2/1/2019,50.01,49.18,-1.6596680663867194,-2310000,7746000,343000,5468000,-2406000,-1445000,-534000,6991000,-1158000,5687000,-1140000,3389000,-13251000,1594000,-538000,-14329000,-189000,-4138000
DELL,2/2/2018,45,50.83,12.95555555555555,-2849000,8634000,-1016000,7114000,-3243000,-325000,-1395000,6843000,-1212000,-511000,-1152000,-2875000,-1315000,2157000,-439000,403000,175000,4546000
DELL,2/3/2017,45,45,0.0,-1167000,5206000,-3526000,3338000,-2686000,1076000,117000,2367000,-699000,430000,-30967000,-31236000,2818000,29897000,-77000,31785000,24000,2940000
CAI,12/31/2019,29.03,31.24,7.6128143300034345,31011,117848,28001,6523,3864,0,63443,253997,-319142,-34419,205116,-148445,-32833,73170,-139149,-108479,183,-2744
